sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B17-03,Default,cr,simple,"Default Category/Hombre, Default Category/Mujer/Bolso/Ejecutivo",CR,JOEL NEGRO,,"11"" x 15,5"" x 3"" agarraderas 15"" tira larga 48"" - 54""",1375,1,Taxable Goods,"Catalog, Search",  112.000 ,,,,B17-03,JOEL NEGRO,"Melet&iacute;n, cuero, computadora, negocios","Malet&iacute;n de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.",B17-03_joelnegro_producto.jpg,B17-03_joelnegro_producto,B17-03_joelnegro_producto.jpg,B17-03_joelnegro_producto,B17-03_joelnegro_producto.jpg,B17-03_joelnegro_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B100-57,Default,cr,simple,Default Category/Mujer/Bolso/Ejecutivo,CR,DESK NEGRO LAGARTO,,"11,5"" x 17"" x 2"" agarraderas 25,5""",1125,1,Taxable Goods,"Catalog, Search",  92.000 ,,,,B100-57,DESK NEGRO LAGARTO,"Bolso, cuero, computadora, negocios",pendiente descripci&oacute;n ,B100-57_desknegro_producto1.jpg,B100-57_desknegro_producto1,B100-57_desknegro_producto1.jpg,B100-57_desknegro_producto1,B100-57_desknegro_producto1.jpg,B100-57_desknegro_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B100-57_desknegro_producto2.jpg,B100-57_desknegro_producto3.jpg,","B100-57_desknegro_producto2,B100-57_desknegro_producto3",,,,,,,,,,,
B100-53,Default,cr,simple,Default Category/Mujer/Bolso/Ejecutivo,CR,DESK PLATEADO,,"11,5"" x 17"" x 2"" agarraderas 25,5""",1125,1,Taxable Goods,"Catalog, Search",  92.000 ,,,,B100-53,DESK PLATEADO,"Bolso, cuero, computadora, negocios",pendiente descripci&oacute;n ,B100-53_deskplateado_producto1.jpg,B100-53_deskplateado_producto1,B100-53_deskplateado_producto1.jpg,B100-53_deskplateado_producto1,B100-53_deskplateado_producto1.jpg,B100-53_deskplateado_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B100-53_deskplateado_producto2.jpg,B100-53_deskplateado_producto3.jpg,B100-53_deskplateado_modelo.jpg","B100-53_deskplateado_producto2,B100-53_deskplateado_producto3,B100-53_deskplateado_modelo",,,,,,,,,,,
B100-20,Default,cr,simple,Default Category/Mujer/Bolso/Ejecutivo,CR,DESK ROJO,,"11,5"" x 17"" x 2"" agarraderas 25,5""",1125,1,Taxable Goods,"Catalog, Search",  92.000 ,,,,B100-20,DESK ROJO,"Bolso, cuero, computadora, negocios",pendiente descripci&oacute;n ,B100-20_deskrojo_producto1.jpg,B100-20_deskrojo_producto1,B100-20_deskrojo_producto1.jpg,B100-20_deskrojo_producto1,B100-20_deskrojo_producto1.jpg,B100-20_deskrojo_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B100-20_deskrojo_producto2.jpg,B100-20_deskrojo_producto3.jpg,B100-20_deskrojo_modelo.jpg","B100-20_deskrojo_producto2,B100-20_deskrojo_producto3,B100-20_deskrojo_modelo",,,,,,,,,,,
A16-01,Default,cr,simple,Default Category/Mujer/Accesorios,CR,CARTERA SOBRE MIEL,,"6,5"" x 11""",221,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A16-01,CARTERA SOBRE MIEL,"Cartera de mano, cuero, casual, versatil",Cartera de Sobre de cuero forrado en tela. Cierre con broche magn&eacute;tico. Incluye accesorio variado.,A16-01_carterasobremiel_producto.jpg,A16-01_carterasobremiel_producto,A16-01_carterasobremiel_producto.jpg,A16-01_carterasobremiel_producto,A16-01_carterasobremiel_producto.jpg,A16-01_carterasobremiel_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-11,Default,cr,simple,Default Category/Mujer/Accesorios,CR,CARTERA SOBRE NARANJA,,"6,5"" x 11""",221,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A16-11,CARTERA SOBRE NARANJA,"Cartera de mano, cuero, casual, versatil",Cartera de Sobre de cuero forrado en tela. Cierre con broche magn&eacute;tico. Incluye accesorio variado.,A16-11_carterasobrenaranja_producto.jpg,A16-11_carterasobrenaranja_producto,A16-11_carterasobrenaranja_producto.jpg,A16-11_carterasobrenaranja_producto,A16-11_carterasobrenaranja_producto.jpg,A16-11_carterasobrenaranja_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-55,Default,cr,simple,Default Category/Mujer/Accesorios,CR,CARTERA SOBRE COOPER,,"6,5"" x 11""",221,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A16-55,CARTERA SOBRE COOPER,"Cartera de mano, cuero, casual, versatil",Cartera de Sobre de cuero forrado en tela. Cierre con broche magn&eacute;tico. Incluye accesorio variado.,A16-55_carterasobrecopper_producto.jpg,A16-55_carterasobrecopper_producto,A16-55_carterasobrecopper_producto.jpg,A16-55_carterasobrecopper_producto,A16-55_carterasobrecopper_producto.jpg,A16-55_carterasobrecopper_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-59,Default,cr,simple,Default Category/Mujer/Accesorios,CR,CARTERA SOBRE SELVA,,"6,5"" x 11""",221,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A16-59,CARTERA SOBRE SELVA,"Cartera de mano, cuero, casual, versatil",Cartera de Sobre de cuero forrado en tela. Cierre con broche magn&eacute;tico. Incluye accesorio variado.,A16-59_carteraselva_producto.jpg,A16-59_carteraselva_producto,A16-59_carteraselva_producto.jpg,A16-59_carteraselva_producto,A16-59_carteraselva_producto.jpg,A16-59_carteraselva_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A16-20,Default,cr,simple,Default Category/Mujer/Accesorios,CR,CARTERA SOBRE ROJO,,"6,5"" x 11""",221,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A16-20,CARTERA SOBRE ROJO,"Cartera de mano, cuero, casual, versatil",Cartera de Sobre de cuero forrado en tela. Cierre con broche magn&eacute;tico. Incluye accesorio variado.,A16-20_carterasobrerojo_producto.jpg,A16-20_carterasobrerojo_producto,A16-20_carterasobrerojo_producto.jpg,A16-20_carterasobrerojo_producto,A16-20_carterasobrerojo_producto.jpg,A16-20_carterasobrerojo_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-01,Default,cr,simple,"Default Category/Hombre, Default Category/Mujer/Bolsos/Viaje",CR,WEEKEND BAG MIEL,,"10"" x 19"" x 10"" agarraderas 22"" tira larga 43"" - 46""",2145,1,Taxable Goods,"Catalog, Search",  167.000 ,,,,B34-01,WEEKEND BAG MIEL,"Bolso, cuero, viaje, amplio ","Malet&iacute;n de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.",B34-01_weekendbagmiel_producto.jpg,B34-01_weekendbagmiel_producto,B34-01_weekendbagmiel_producto.jpg,B34-01_weekendbagmiel_producto,B34-01_weekendbagmiel_producto.jpg,B34-01_weekendbagmiel_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-20,Default,cr,simple,"Default Category/Hombre, Default Category/Mujer/Bolsos/Viaje",CR,WEEKEND BAG ROJO,,"10"" x 19"" x 10"" agarraderas 22"" tira larga 43"" - 46""",2145,1,Taxable Goods,"Catalog, Search",  167.000 ,,,,B34-20,WEEKEND BAG ROJO,"Bolso, cuero, viaje, amplio ","Malet&iacute;n de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.",B34-20_weekendbagrojo_producto.jpg,B34-20_weekendbagrojo_producto,B34-20_weekendbagrojo_producto.jpg,B34-20_weekendbagrojo_producto,B34-20_weekendbagrojo_producto.jpg,B34-20_weekendbagrojo_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B34-03,Default,cr,simple,"Default Category/Hombre, Default Category/Mujer/Bolsos/Viaje",CR,WEEKEND BAG NEGRO,,"10"" x 19"" x 10"" agarraderas 22"" tira larga 43"" - 46""",2145,1,Taxable Goods,"Catalog, Search",  167.000 ,,,,B34-03,WEEKEND BAG NEGRO,"Bolso, cuero, viaje, amplio ","Malet&iacute;n de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.",B34-03_weekendbagnegro_producto.jpg,B34-03_weekendbagnegro_producto,B34-03_weekendbagnegro_producto.jpg,B34-03_weekendbagnegro_producto,B34-03_weekendbagnegro_producto.jpg,B34-03_weekendbagnegro_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B39-55,Default,cr,simple,Default Category/Mujer/Bolso/Viaje,CR,PASEO COOPER + ROSE GOLD,,"15"" x 21"" x 4,5"" agarraderas 21""",1395,1,Taxable Goods,"Catalog, Search",  126.000 ,,,,B39-55,PASEO COOPER + ROSE GOLD,"Bolso, cuero, viaje, amplio ","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular",B39-55_paseocooper_producto1.jpg,B39-55_paseocooper_producto1,B39-55_paseocooper_producto1.jpg,B39-55_paseocooper_producto1,B39-55_paseocooper_producto1.jpg,B39-55_paseocooper_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B39-55_paseocooper_producto2.jpg,B39-55_paseocooper_modelo.jpg","B39-55_paseocooper_producto2,B39-55_paseocooper_modelo",,,,,,,,,,,
B39-20,Default,cr,simple,Default Category/Mujer/Bolso/Viaje,CR,PASEO ROJO,,"15"" x 21"" x 4,5"" agarraderas 21""",1365,1,Taxable Goods,"Catalog, Search",  126.000 ,,,,B39-20,PASEO ROJO,"Bolso, cuero, viaje, amplio ","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular",B39-20_paseorojo_producto1.jpg,B39-20_paseorojo_producto1,B39-20_paseorojo_producto1.jpg,B39-20_paseorojo_producto1,B39-20_paseorojo_producto1.jpg,B39-20_paseorojo_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B39-20_paseorojo_producto2.jpg,B39-20_paseorojo-modelo.jpg","B39-20_paseorojo_producto2,B39-20_paseorojo-modelo",,,,,,,,,,,
B39-01,Default,cr,simple,Default Category/Mujer/Bolso/Viaje,CR,PASEO MIEL,,"15"" x 21"" x 4,5"" agarraderas 21""",1535,1,Taxable Goods,"Catalog, Search",  126.000 ,,,,B39-01,PASEO MIEL,"Bolso, cuero, viaje, amplio ","Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular",B39-01_paseomiel_producto.jpg,B39-01_paseomiel_producto,B39-01_paseomiel_producto.jpg,B39-01_paseomiel_producto,B39-01_paseomiel_producto.jpg,B39-01_paseomiel_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"B39-01_paseomiel_producto2.jpg,B39-01_paseomiel_modelo.jpg","B39-01_paseomiel_producto2,B39-01_paseomiel_modelo",,,,,,,,,,,
B86-30,Default,cr,simple,Default Category/Mujer/Bolso/Viaje,CR,TRAVEL TOTE NOPPI SABAN,,"14"" x 15,5"" x 5"" agarraderas 18""  tira larga 24"" - 44"" ",1225,1,Taxable Goods,"Catalog, Search",  96.000 ,,,,B86-30,TRAVEL TOTE NOPPI SABAN,"Bolso, cuero, viaje, amplio ","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Tira para asegurar a equipaje de mano en la parte trasera. Correa ajustable y removible.",B86-30_traveltotenopi_producto.jpg,B86-30_traveltotenopi_producto,B86-30_traveltotenopi_producto.jpg,B86-30_traveltotenopi_producto,B86-30_traveltotenopi_producto.jpg,B86-30_traveltotenopi_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B86-57,Default,cr,simple,Default Category/Mujer/Bolso/Viaje,CR,TRAVEL TOTE NEGRO LAGARTO,,"14"" x 15,5"" x 5"" agarraderas 18""  tira larga 24"" - 44"" ",1225,1,Taxable Goods,"Catalog, Search",  96.000 ,,,,B86-57,TRAVEL TOTE NEGRO LAGARTO,"Bolso, cuero, viaje, amplio ","Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Tira para asegurar a equipaje de mano en la parte trasera. Correa ajustable y removible.",B86-57_traveltotenegro_producto.jpg,B86-57_traveltotenegro_producto,B86-57_traveltotenegro_producto.jpg,B86-57_traveltotenegro_producto,B86-57_traveltotenegro_producto.jpg,B86-57_traveltotenegro_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-20,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA ZIPPER ROJO,,"4"" x 7,7"" x 1,5""",261,1,Taxable Goods,"Catalog, Search",  46.500 ,,,,A03-20,BILLETERA ZIPPER ROJO,"Billetera, cuero, zipper, compatimientos","Billetera de cuero forrada en tela. Cierre con zipper, un compartimento externo con cierre de broche magn&eacute;tico, dieciocho ranuras para tarjetas, cuatro compartimentos internos y un monedero interno con zipper.",A03-20_billeterazipperoja_producto.jpg,A03-20_billeterazipperoja_producto,A03-20_billeterazipperoja_producto.jpg,A03-20_billeterazipperoja_producto,A03-20_billeterazipperoja_producto.jpg,A03-20_billeterazipperoja_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-49,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA ZIPPER LIMPET,,"4"" x 7,7"" x 1,5""",253,1,Taxable Goods,"Catalog, Search",  46.500 ,,,,A03-49,BILLETERA ZIPPER LIMPET,"Billetera, cuero, zipper, compatimientos","Billetera de cuero forrada en tela. Cierre con zipper, un compartimento externo con cierre de broche magn&eacute;tico, dieciocho ranuras para tarjetas, cuatro compartimentos internos y un monedero interno con zipper.",A03-49_billeterazipperlimpet_producto.jpg,A03-49_billeterazipperlimpet_producto,A03-49_billeterazipperlimpet_producto.jpg,A03-49_billeterazipperlimpet_producto,A03-49_billeterazipperlimpet_producto.jpg,A03-49_billeterazipperlimpet_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A03-01,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA ZIPPER MIEL,,"4"" x 7,7"" x 1,5""",261,1,Taxable Goods,"Catalog, Search",  46.500 ,,,,A03-01,BILLETERA ZIPPER MIEL,"Billetera, cuero, zipper, compatimientos","Billetera de cuero forrada en tela. Cierre con zipper, un compartimento externo con cierre de broche magn&eacute;tico, dieciocho ranuras para tarjetas, cuatro compartimentos internos y un monedero interno con zipper.",A03-01_billeterazippermiel_producto.jpg,A03-01_billeterazippermiel_producto,A03-01_billeterazippermiel_producto.jpg,A03-01_billeterazippermiel_producto,A03-01_billeterazippermiel_producto.jpg,A03-01_billeterazippermiel_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A02-01,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA BERRY MIEL,,"4,2"" x 8"" x 0,6""",185,1,Taxable Goods,"Catalog, Search",  33.000 ,,,,A02-01,BILLETERA BERRY MIEL,"Billetera, cuero, funcional","Billetera de cuero parcialmente forrada en tela. Cierre con broches magn&eacute;ticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atr&aacute;s",A02-01_billteraberrymiel_producto1.jpg,A02-01_billteraberrymiel_producto1,A02-01_billteraberrymiel_producto1.jpg,A02-01_billteraberrymiel_producto1,A02-01_billteraberrymiel_producto1.jpg,A02-01_billteraberrymiel_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"A02-01_billeteraberrymiel_producto3.jpg,A02-01_billeteraberrymiel_producto2.jpg","A02-01_billeteraberrymiel_producto3,A02-01_billeteraberrymiel_producto2",,,,,,,,,,,
A02-49,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA BERRY LIMPET,,"4,2"" x 8"" x 0,6""",190,1,Taxable Goods,"Catalog, Search",  33.000 ,,,,A02-49,BILLETERA BERRY LIMPET,"Billetera, cuero, funcional","Billetera de cuero parcialmente forrada en tela. Cierre con broches magn&eacute;ticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atr&aacute;s",A02-49_billeteraberrylimpet_producto1.jpg,A02-49_billeteraberrylimpet_producto1,A02-49_billeteraberrylimpet_producto1.jpg,A02-49_billeteraberrylimpet_producto1,A02-49_billeteraberrylimpet_producto1.jpg,A02-49_billeteraberrylimpet_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"A02-49_billeteraberrylimpet_producto2.jpg,A02-49_billeteraberrylimpet_producto3.jpg","A02-49_billeteraberrylimpet_producto2,A02-49_billeteraberrylimpet_producto3",,,,,,,,,,,
A02-15,Default,cr,simple,Default Category/Mujer/Accesorios,CR,BILLETERA BERRY VAINILLA,,"4,2"" x 8"" x 0,6""",190,1,Taxable Goods,"Catalog, Search",  33.000 ,,,,A02-15,BILLETERA BERRY VAINILLA,"Billetera, cuero, funcional","Billetera de cuero parcialmente forrada en tela. Cierre con broches magn&eacute;ticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atr&aacute;s",A02-15_billeteraberryvainilla_producto1.jpg,A02-15_billeteraberryvainilla_producto1,A02-15_billeteraberryvainilla_producto1.jpg,A02-15_billeteraberryvainilla_producto1,A02-15_billeteraberryvainilla_producto1.jpg,A02-15_billeteraberryvainilla_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"A02-15_billeteraberryvainilla_producto2.jpg,A02-15_billeteraberryvainilla_producto3.jpg","A02-15_billeteraberryvainilla_producto2,A02-15_billeteraberryvainilla_producto3",,,,,,,,,,,
A27-01,Default,cr,simple,Default Category/Hombre/Accesorios,CR,BILLETERA EJECUTIVA HOMBRE MIEL,,"3,5"" x 4,5"" x 0,6""",76,1,Taxable Goods,"Catalog, Search",  30.000 ,,,,A27-01,BILLETERA EJECUTIVA HOMBRE MIEL,"Wallet, leather, casual, men","Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.",A27-01_billeteraejecutivamiel_producto.jpg,A27-01_billeteraejecutivamiel_producto,A27-01_billeteraejecutivamiel_producto.jpg,A27-01_billeteraejecutivamiel_producto,A27-01_billeteraejecutivamiel_producto.jpg,A27-01_billeteraejecutivamiel_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A27-03,Default,cr,simple,Default Category/Hombre/Accesorios,CR,BILLETERA EJECUTIVA HOMBRE NEGRO,,"3,5"" x 4,5"" x 0,6""",89,1,Taxable Goods,"Catalog, Search",  30.000 ,,,,A27-03,BILLETERA EJECUTIVA HOMBRE NEGRO,"Wallet, leather, casual, men","Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.",A27-03_billeteraejecutivanegra_producto.jpg,A27-03_billeteraejecutivanegra_producto,A27-03_billeteraejecutivanegra_producto.jpg,A27-03_billeteraejecutivanegra_producto,A27-03_billeteraejecutivanegra_producto.jpg,A27-03_billeteraejecutivanegra_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A27-20,Default,cr,simple,Default Category/Hombre/Accesorios,CR,BILLETERA EJECUTIVA ROJA,,"3,5"" x 4,5"" x 0,6""",90,1,Taxable Goods,"Catalog, Search",  30.000 ,,,,A27-20,BILLETERA EJECUTIVA ROJA,"Wallet, leather, casual, men","Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.",A27-20_billeteraejectuviaroja_producto.jpg,A27-20_billeteraejectuviaroja_producto,A27-20_billeteraejectuviaroja_producto.jpg,A27-20_billeteraejectuviaroja_producto,A27-20_billeteraejectuviaroja_producto.jpg,A27-20_billeteraejectuviaroja_producto,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A21-55,Default,cr,simple,Default Category/Women/Accessories,CR,BILLETERA FOLIA COOPER,,"4"" x 7,5""",162,1,Taxable Goods,"Catalog, Search",  35.000 ,,,,A21-55,BILLETERA FOLIA COOPER,"Billetera, cuero, ejecutiva, mujer","Billetera de cuero forrada con tafeta. Cierre con broche, catorce ranuras para tarjetas, cuatro compartimentos internos y un monedero externo con zipper.",A21-55_billeteracooper_producto1.jpg,A21-55_billeteracooper_producto1,A21-55_billeteracooper_producto1.jpg,A21-55_billeteracooper_producto1,A21-55_billeteracooper_producto1.jpg,A21-55_billeteracooper_producto1,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,"A21-55_billeteracooper_producto2.jpg,A21-55_billeteracooper_producto3.jpg","A21-55_billeteracooper_producto2,A21-55_billeteracooper_producto3",,,,,,,,,,,
