sku,attribute_set_code,store_view_code,product_type,Y,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B02-01,,,,Sunday,,SUNDAYMORNING MIEL,,"12"" x 12"" x 4"" agarraderas 19""",610,,,,,,,,,SUNDAYMORNING MIEL,,"Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo y un bolsillo interno con zipper.

Unlined leather tote bag. Zipper closure, one outside pocket and one inside zipper pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-11,,,,,,SUNDAYMORNING NARANJA,,"""",650,,,,,,,,,SUNDAYMORNING NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-46,,,,,,SUNDAYMORNING PEACH,,"""",650,,,,,,,,,SUNDAYMORNING PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B02-61,,,,,,SUNDAYMORNING MACCHIATO,,"""",610,,,,,,,,,SUNDAYMORNING MACCHIATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40-03,,,,Tote,,TOTE FOLK NEGRO,,"11,5"" x 15"" x 6,5"" agarraderas 25""",795,,,,,,,,,TOTE FOLK NEGRO,,"Bolso de cuero sin forrar. Cierre de botón. 

Unlined leather tote bag. Button closure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40-33,,,,,,TOTE FOLK CASTAñO,,"""",795,,,,,,,,,TOTE FOLK CASTAñO,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-02,,,,Indie,,INDIE CAFE OSCURO,,"13"" x 13,5"" x 2,5"" agarraderas 21,5",850,,,,,,,,,INDIE CAFE OSCURO,,"Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo externo en la parte de atrás, un bolsillo interno con zipper y un bolsillo interno para el celular. Incluye un accesorio variado.

Leather shoulder bag, fabric lined inside. Zipper closure, one outside zipper pocket on the back, one inside zipper pocket and one inside pocket for the cellphone. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-01,,,,,,INDIE MIEL,,"""",850,,,,,,,,,INDIE MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31-30,,,,,,INDIE NOPPI SABAN,,"""",850,,,,,,,,,INDIE NOPPI SABAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B54-01,,,,Yerbabuena,,YERBABUENA MIEL,,"11,5"" x 12,5"" x 5"" tira larga 25""- 46""",610,,,,,,,,,YERBABUENA MIEL,,"Bolso de cuero forrado en tela. Cierre de amarre, un bolsillo interno con zipper y un bolsillo interno para celular. Correa ajustable y removible.

Leather cross body bag, fabric lined inside. Tie closure, one inside zipper  pocket and one inside pocket for the cell phone. Adjustable and removable strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B54-20,,,,,,YERBABUENA ROJO,,"""",610,,,,,,,,,YERBABUENA ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B93-59,,,,Xilema,,XILEMA SELVA,,"13"" x 18"" agarraderas 26,5""",760,,,,,,,,,XILEMA SELVA,,pendiente descripción ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B93-61,,,,,,XILEMA MACCHIATO,,,760,,,,,,,,,XILEMA MACCHIATO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B93-57,,,,,,XILEMA NEGRO LAGARTO,,,760,,,,,,,,,XILEMA NEGRO LAGARTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B17-01,,,,Joel,,JOEL MIEL,,"11"" x 15,5"" x 3"" agarraderas 15"" tira larga 48"" - 54""",1100,,,,,,,,,JOEL MIEL,,"Maletín de cuero forrado en tela. Cierre con zipper, un bolsillo externo, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.

Leather briefcase, fabric lined inside. Zipper closure, one outside pocket, one inside zipper pocket and one inside pocket for the cellphone. Adjustable shoulder strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B17-03,,,,,,JOEL NEGRO,,"""",1100,,,,,,,,,JOEL NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B100-57,,,,Desk,,DESK NEGRO LAGARTO,,"11,5"" x 17"" x 2"" agarraderas 25,5""",850,,,,,,,,,DESK NEGRO LAGARTO,,pendiente descripción ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B100-53,,,,,,DESK PLATEADO,,"""",850,,,,,,,,,DESK PLATEADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B100-20,,,,,,DESK ROJO,,"""",850,,,,,,,,,DESK ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16-01,,,,Cartera Sobre,,CARTERA SOBRE MIEL,,"6,5"" x 11""",195,,,,,,,,,CARTERA SOBRE MIEL,," Cartera de Sobre de cuero forrado en tela. Cierre con broche magnético. Incluye accesorio variado.


Leather clutch, fabric lined inside. Magnetic clasp closure. Includes an assorted accessory.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16-11,,,,,,CARTERA SOBRE NARANJA,,"""",215,,,,,,,,,CARTERA SOBRE NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16-55,,,,,,CARTERA SOBRE COOPER,,"""",175,,,,,,,,,CARTERA SOBRE COOPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16-59,,,,,,CARTERA SOBRE SELVA,,"""",175,,,,,,,,,CARTERA SOBRE SELVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16-20,,,,,,CARTERA SOBRE ROJO,,"""",-,,,,,,,,,CARTERA SOBRE ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B34-01,,,,Weekend,,WEEKEND BAG MIEL,,"10"" x 19"" x 10"" agarraderas 22"" tira larga 43"" - 46""",1570,,,,,,,,,WEEKEND BAG MIEL,,"Maletín de cuero forrado en tela. Cierre con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Correa ajustable.

Leather suitcase, fabric lined inside. Zipper closure, one inside zipper pocket and one inside pocket for the cellphone. Adjustable shoulder strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B34-20,,,,,,WEEKEND BAG ROJO,,"""",1570,,,,,,,,,WEEKEND BAG ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B34-03,,,,,,WEEKEND BAG NEGRO,,"""",1570,,,,,,,,,WEEKEND BAG NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B39-55,,,,Paseo,,BOLSO PASEO COOPER + ROSE GOLD,,"15"" x 21"" x 4,5"" agarraderas 21""",820,,,,,,,,,BOLSO PASEO COOPER + ROSE GOLD,,"Bolso de cuero forrado en tela. Cierre con zipper, dos bolsillos externos, un bolsillo interno con zipper y un bolsillo interno para el celular.

Leather tote bag, fabric lined inside. Zipper closure, one outside pocket, one inside zipper pocket and one inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B39-20,,,,,,BOLSO PASEO ROJO,,"""",790,,,,,,,,,BOLSO PASEO ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B39-01,,,,,,BOLSO PASEO MIEL,,"""",960,,,,,,,,,BOLSO PASEO MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B86-30,,,,Tote,,TRAVEL TOTE NOPPI SABAN,,"14"" x 15,5"" x 5"" agarraderas 18""  tira larga 24"" - 44"" ",,,,,,,,,,TRAVEL TOTE NOPPI SABAN,,"Bolso de cuero sin forrar. Cierre con zipper, un bolsillo externo con zipper, un bolsillo interno con zipper y un bolsillo interno para el celular. Tira para asegurar a equipaje de mano en la parte trasera. Correa ajustable y removible.

Leather tote bag, fabric lined inside. Zipper closure, one outside zipper pocket, one inside zipper pocket and one inside pocket for the cellphone. Back strap to adjust to a carry on bag. Adjustable and removable strap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B86-57,,,,,,TRAVEL TOTE NEGRO LAGARTO,,"""",950,,,,,,,,,TRAVEL TOTE NEGRO LAGARTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A03-20,,,,Zipper,,BILLETERA ZIPPER ROJO,,"4"" x 7,7"" x 1,5""",915,,,,,,,,,BILLETERA ZIPPER ROJO,,"Billetera de cuero forrada en tela. Cierre con zipper, un compartimento externo con cierre de broche magnético, dieciocho ranuras para tarjetas, cuatro compartimentos internos y un monedero interno con zipper.

Leather wallet, fabric lined inside. Zipper closure, one outside magnetic clasp compartment, eighteen card slots, four inside compartments and one inside zipper coin pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A03-49,,,,,,BILLETERA ZIPPER LIMPET,,"""",227,,,,,,,,,BILLETERA ZIPPER LIMPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A03-01,,,,Berry,,BILLETERA ZIPPER MIEL,,"""",235,,,,,,,,,BILLETERA ZIPPER MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02-01,,,,,,BILLETERA BERRY MIEL,,"4,2"" x 8"" x 0,6""",159,,,,,,,,,BILLETERA BERRY MIEL,,"Billetera de cuero parcialmente forrada en tela. Cierre con broches magnéticos, catorce ranuras para tarjetas, dos compartimentos internos y un monedero externo con zipper en la parte de atrás

Leather wallet, partially fabric and taffeta lined inside. Magnetic clasp closure, fourteen card slots, two inside compartments and one outside zipper coin pocket on the back.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02-49,,,,,,BILLETERA BERRY LIMPET,,"""",164,,,,,,,,,BILLETERA BERRY LIMPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02-15,,,,,,BILLETERA BERRY VAINILLA,,"""",164,,,,,,,,,BILLETERA BERRY VAINILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27-01,,,,Ejecutiva,,BILLETERA EJECUTIVA HOMBRE MIEL,,"3,5"" x 4,5"" x 0,6""",50,,,,,,,,,BILLETERA EJECUTIVA HOMBRE MIEL,,"Billetera de cuero forrada en tela. Seis ranuras para tarjetas, un compartimento para billetes y tres compartimentos internos.

Leather wallet, fabric lined inside. Six card slots, one bill compartment and three inside compartments.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27-03,,,,,,BILLETERA EJECUTIVA HOMBRE NEGRO,,"""",63,,,,,,,,,BILLETERA EJECUTIVA HOMBRE NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A27-20,,,,,,BILLETERA EJECUTIVA ROJA,,"""",64,,,,,,,,,BILLETERA EJECUTIVA ROJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21-55,,,,Folia,,BILLETERA FOLIA COOPER,,"4"" x 7,5""",136,,,,,,,,,BILLETERA FOLIA COOPER,,"Billetera de cuero forrada con tafeta. Cierre con broche, catorce ranuras para tarjetas, cuatro compartimentos internos y un monedero externo con zipper.


Leather wallet, taffeta lined inside. Clasp closure, fourteen card slots, four inside compartments and one outside zipper coin pocket.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21-57,,,,,,BILLETERA FOLIA NEGRO LAGARTO,,"""",128,,,,,,,,,BILLETERA FOLIA NEGRO LAGARTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A21-07,,,,,,BILLETERA FOLIA MANZANA,,"""",140,,,,,,,,,BILLETERA FOLIA MANZANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38-01,,,,Monedero,,MONEDERO ZIPPER COLOR MIEL,,"3,5"" x 4,5"" x 1,5""",33-39,,,,,,,,,MONEDERO ZIPPER COLOR MIEL,,"Monedero de cuero sin forrar. Cierre con zipper.

Unlined leather coin holder. Zipper closure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38-11,,,,,,MONEDERO ZIPPER COLOR NARANJA,,"""",33-39,,,,,,,,,MONEDERO ZIPPER COLOR NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38-20,,,,,,MONEDERO ZIPPER COLOR ROJO,,"""",33-39,,,,,,,,,MONEDERO ZIPPER COLOR ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38-48,,,,,,MONEDERO ZIPPER COLOR SERENITY,,"""",33-39,,,,,,,,,MONEDERO ZIPPER COLOR SERENITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38-15,,,,,,MONEDERO ZIPPER VAINILLA,,"""",,,,,,,,,,MONEDERO ZIPPER VAINILLA,,"Porta pasaporte de cuero forrado, dos compartimentos internos para el pasarpote y dos tarjeteros internos. Palabra PASSPORT grabada en la parte frontal.

Leather passport holder, lined inside. Two inside compartments for the passport, and 2 card slots inside. The word PASSPORT is engraved at the front",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-01.1,,,,Porta Pasaporte,,PORTAPASAPORTE PASSPORT MIEL,,"5,7"" x 4,2""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-11.1,,,,,,PORTAPASAPORTE PASSPORT NARANJA,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-03.1,,,,,,PORTAPASAPORTE PASSPORT NEGRO,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-46.1,,,,,,PORTAPASAPORTE PASSPORT PEACH,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-20.1,,,,,,PORTAPASAPORTE PASSPORT ROJO,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-47.1,,,,,,PORTAPASAPORTE PASSPORT ROSE,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT ROSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07-49.1,,,,,,PORTAPASAPORTE PASSPORT LIMPET,,"""",55-60,,,,,,,,,PORTAPASAPORTE PASSPORT LIMPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-56,,,,Carterita Boh,,CARTERITA BOH NEGRO METALICO,,"4,5"" x 7"" x 0,6""",55-80,,,,,,,,,CARTERITA BOH NEGRO METALICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-53,,,,,,CARTERITA BOH PLATEADO,,"""",55-80,,,,,,,,,CARTERITA BOH PLATEADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-54,,,,,,CARTERITA BOH ROSE GOLD,,"""",55-80,,,,,,,,,CARTERITA BOH ROSE GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-59,,,,,,CARTERITA BOH SELVA,,"""",55-80,,,,,,,,,CARTERITA BOH SELVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-55,,,,,,CARTERITA BOH COOPER,,"""",55-80,,,,,,,,,CARTERITA BOH COOPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-52,,,,,,CARTERITA BOH DORADO,,"""",55-80,,,,,,,,,CARTERITA BOH DORADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-01,,,,,,CARTERITA BOH MIEL,,"""",55-80,,,,,,,,,CARTERITA BOH MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-03,,,,,,CARTERITA BOH NEGRO,,"""",55-80,,,,,,,,,CARTERITA BOH NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A52-20,,,,,,CARTERITA BOH ROJO,,"""",55-80,,,,,,,,,CARTERITA BOH ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-01.3,,,,Porta documento,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS MIEL,,"9"" x 4,4""",115-125,,,,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-11.3,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NARANJA,,"""",115-125,,,,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-03.3,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NEGRO,,"""",115-125,,,,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-46.3,,,,,,PORTADEOCUMENTOS DE VIAJE HAPPY TRAVELS PEACH,,"""",115-125,,,,,,,,,PORTADEOCUMENTOS DE VIAJE HAPPY TRAVELS PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-20.3,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROJO,,"""",115-125,,,,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08-47.3,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROSE GOLD,,"""",115-125,,,,,,,,,PORTADOCUMENTOS DE VIAJE HAPPY TRAVELS ROSE GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-01,,,,Tarjetero Doble,,TARJETERO DOBLE MIEL,,"3,9"" x 2,8""",16,,,,,,,,,TARJETERO DOBLE MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-11,,,,,,TARJETERO DOBLE NARANJA,,"""",16,,,,,,,,,TARJETERO DOBLE NARANJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-03,,,,,,TARJETERO DOBLE NEGRO,,"""",16,,,,,,,,,TARJETERO DOBLE NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-46,,,,,,TARJETERO DOBLE PEACH,,"""",16,,,,,,,,,TARJETERO DOBLE PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-20,,,,,,TARJETERO DOBLE ROJO,,"""",16,,,,,,,,,TARJETERO DOBLE ROJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-56,,,,,,TARJETERO DOBLE NEGRO METALICO,,"""",16,,,,,,,,,TARJETERO DOBLE NEGRO METALICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-55,,,,,,TARJETERO DOBLE COOPER,,"""",16,,,,,,,,,TARJETERO DOBLE COOPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55-54,,,,,,TARJETERO DOBLE ROSE GOLD,,"""",16,,,,,,,,,TARJETERO DOBLE ROSE GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26-01,,,,Cosmetiquera,,COSMETIQUERA MIEL,,"5,2"" x 8,5"" ",100,,,,,,,,,COSMETIQUERA MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26-03,,,,,,COSMETIQUERA NEGRO,,"""",110,,,,,,,,,COSMETIQUERA NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26-46,,,,,,COSMETIQUERA PEACH,,"""",125,,,,,,,,,COSMETIQUERA PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A26-49,,,,,,COSMETIQUERA LIMPET,,"""",110,,,,,,,,,COSMETIQUERA LIMPET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A72-01,,,,Baul,,BAUL MIEL,,"4,5"" x 9,5"" x 4""",408,,,,,,,,,BAUL MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A72-03,,,,,,BAUL NEGRO,,"""",395,,,,,,,,,BAUL NEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43-02G,,,,Mariconera,,MARICONERA CRAZY OSCURO/CACAO,,"6"" x 9"" x 2,5""",179,,,,,,,,,MARICONERA CRAZY OSCURO/CACAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43-01,,,,,,MARICONERA MIEL,,"""",193,,,,,,,,,MARICONERA MIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
